school_name,student_id,grade,term_code,bellPeriod1_absences,bellPeriod2_absences,bellPeriod3_absences,bellPeriod4_absences,bellPeriod5_absences,bellPeriod6_absences,total_absences,bellPeriod1_markbook_mark,bellPeriod2_markbook_mark,bellPeriod3_markbook_mark,bellPeriod4_markbook_mark,bellPeriod5_markbook_mark,bellPeriod6_markbook_mark
North High School,DU4I43SF0,9,Semester 2 Final,83,38,33,33,27,20,234,C,A,B,C,C,B
North High School,BR9N872FH,9,Semester 2 Final,25,11,9,11,29,39,124,C,C,,D,C,F
North High School,R9VSZ5T86,9,Semester 2 Final,6,4,43,9,10,10,82,D,B,F,D,F,F
North High School,GVJ46K1L1,9,Semester 2 Final,12,7,7,9,10,8,53,A,B,A,C,B,A
North High School,9CI4NP78T,9,Semester 2 Final,6,7,5,4,5,5,32,C,C,C,C,C,C
North High School,L9P067USZ,9,Semester 2 Final,12,16,13,19,21,21,102,A,B,B,A,A,A
North High School,HJE477Q9J,9,Semester 2 Final,13,12,9,13,16,23,86,B,B,C,D,D,D
North High School,Y6MTBZ706,9,Semester 2 Final,8,11,14,13,17,11,74,B,B,B,C,B,
North High School,9BU2QG9U1,9,Semester 2 Final,5,3,6,4,7,7,32,A,A,A,A,A,A
North High School,Q8D7X0TA2,9,Semester 2 Final,2,2,2,2,4,2,14,D,B,C,B,B,D
North High School,W85D9G0NC,9,Semester 2 Final,11,11,12,13,11,12,70,A,B,B,A,B,A
North High School,T37GG0J2O,9,Semester 2 Final,21,31,10,19,25,3,109,D,D,F,C,F,D
North High School,3827FKVGO,9,Semester 2 Final,10,7,10,11,15,13,66,B,C,D,D,B,F
North High School,24J18DBJI,9,Semester 2 Final,2,1,1,2,2,6,14,A,B,A,A,A,B
North High School,VE3634IEA,9,Semester 2 Final,3,4,3,2,2,2,16,A,A,A,B,A,B
North High School,V02F2P7XJ,9,Semester 2 Final,15,9,9,9,15,20,77,A,A,A,A,A,A
North High School,9SGNT469S,9,Semester 2 Final,6,5,4,7,8,11,41,C,C,B,C,A,B
North High School,3B0YP92OA,9,Semester 2 Final,3,2,4,6,7,8,30,A,A,A,A,B,B
North High School,6S3T7O6GW,9,Semester 2 Final,3,3,6,9,8,10,39,B,A,A,B,C,F
North High School,Y282TQ1KM,9,Semester 2 Final,11,9,9,7,6,6,48,A,A,A,,A,
North High School,D8D81F3UT,9,Semester 2 Final,20,9,6,6,9,11,61,B,C,D,B,C,A
North High School,DE7MF356Q,9,Semester 2 Final,6,7,6,8,10,7,44,A,A,C,B,B,A
North High School,3B05SV7RH,9,Semester 2 Final,8,6,12,8,10,9,53,C,C,C,F,A,C
North High School,48HM6BF2Q,9,Semester 2 Final,9,7,7,5,8,7,43,B,C,A,C,C,F
North High School,24YAU5TP5,9,Semester 2 Final,36,12,21,19,15,25,128,B,B,A,B,A,C
North High School,9RN4A8CU8,9,Semester 2 Final,44,27,15,15,25,15,141,D,,B,,,
North High School,HF81Q25TZ,9,Semester 2 Final,16,7,24,4,27,29,107,A,C,D,C,F,D
North High School,6YMN3G55E,9,Semester 2 Final,18,12,24,15,18,12,99,C,A,B,B,A,D
North High School,K2ITF46N2,9,Semester 2 Final,6,4,6,6,7,9,38,A,C,B,A,D,A
North High School,4IJ549BVC,9,Semester 2 Final,6,6,5,6,7,7,37,A,A,A,A,A,A
North High School,WA5F26JW9,9,Semester 2 Final,15,8,8,7,22,12,72,C,B,A,B,C,C
North High School,Y74S1UD3Z,9,Semester 2 Final,25,6,5,7,4,5,52,,D,A,F,D,F
North High School,96CO72VDK,9,Semester 2 Final,83,12,8,10,6,8,127,D,C,D,B,B,D
North High School,JT6SH7B62,9,Semester 2 Final,24,8,7,10,8,13,70,B,B,B,A,A,B
North High School,3H36BGH2Y,9,Semester 2 Final,40,35,25,20,23,29,172,F,D,F,A,F,F
North High School,Q31UCV48R,9,Semester 2 Final,28,7,7,11,11,13,77,B,D,C,C,B,D
North High School,8W6Q1QM1W,9,Semester 2 Final,9,21,16,17,18,32,113,C,B,C,,B,
North High School,BS3E00TO1,9,Semester 2 Final,12,8,9,8,9,7,53,C,A,B,B,C,A
North High School,L526BNXO5,9,Semester 2 Final,7,10,11,8,10,7,53,D,B,D,D,C,D
North High School,OC16RY5H9,9,Semester 2 Final,6,6,8,12,12,14,58,C,B,B,B,B,B
North High School,NJ85IR99T,9,Semester 2 Final,38,3,16,4,12,9,82,C,D,F,F,F,D
North High School,81W5CK0YW,9,Semester 2 Final,36,28,24,27,21,30,166,C,F,F,F,D,F
North High School,QA779AO7B,9,Semester 2 Final,4,10,5,5,4,4,32,D,D,D,D,C,B
North High School,N29XTBG32,9,Semester 2 Final,14,7,11,31,11,10,84,A,A,B,C,A,B
North High School,WWK1I6V00,9,Semester 2 Final,9,6,8,11,6,6,46,A,A,A,A,A,A
North High School,VRS14U48Y,9,Semester 2 Final,33,10,7,8,17,7,82,D,C,A,D,C,D
North High School,07FZI9WC4,9,Semester 2 Final,17,17,10,12,13,14,83,B,,,A,C,B
North High School,49A5UFX2D,9,Semester 2 Final,18,13,14,14,14,14,87,B,B,A,B,,B
North High School,CK75XH02R,9,Semester 2 Final,20,12,12,13,8,13,78,B,C,A,C,A,C
North High School,WT220LG6U,9,Semester 2 Final,13,10,8,9,9,15,64,C,D,B,D,B,C
North High School,VI65I04YG,9,Semester 2 Final,9,8,10,10,7,7,51,A,A,A,A,A,A
North High School,VVW4Z85H5,9,Semester 2 Final,51,8,15,17,21,26,138,A,A,A,A,A,A
North High School,3KSL91WP8,9,Semester 2 Final,12,3,3,2,2,4,26,D,,,A,B,B
North High School,800JAAX2V,9,Semester 2 Final,10,4,7,10,9,6,46,B,A,B,A,A,B
North High School,5PHS1PA89,9,Semester 2 Final,63,31,56,60,66,62,338,D,F,B,B,F,C
North High School,9M9F7NCF9,9,Semester 2 Final,8,3,3,7,10,9,40,A,A,A,A,B,A
North High School,W819TISL8,9,Semester 2 Final,10,16,9,14,14,14,77,B,D,C,C,D,D
North High School,OSXKQ6691,9,Semester 2 Final,17,7,11,14,5,10,64,A,A,A,A,B,B
North High School,JC7QOS458,9,Semester 2 Final,60,25,23,29,22,22,181,B,D,B,C,C,C
North High School,YPN027JY2,9,Semester 2 Final,37,35,17,31,16,20,156,D,D,D,D,C,D
North High School,4FUP7A66J,9,Semester 2 Final,14,15,11,14,16,19,89,B,A,B,B,B,A
North High School,V2X4R9QR2,9,Semester 2 Final,2,1,6,6,4,6,25,C,A,D,B,A,A
North High School,E6047JQHK,9,Semester 2 Final,32,4,13,9,41,14,113,B,A,B,A,B,B
North High School,3IVF008FX,9,Semester 2 Final,13,4,4,3,5,6,35,C,A,B,C,B,D
North High School,V3OY22MM4,9,Semester 2 Final,10,14,13,17,16,16,86,A,A,A,A,A,C
North High School,2GHN3YO05,9,Semester 2 Final,15,4,6,10,7,9,51,A,A,A,A,A,A
North High School,6F0X1S9XV,9,Semester 2 Final,15,14,16,15,11,17,88,B,C,D,A,D,C
North High School,1OKP3U9O7,9,Semester 2 Final,10,10,4,3,4,16,47,A,C,C,C,C,B
North High School,KCI306A9G,9,Semester 2 Final,15,15,12,10,13,10,75,B,A,A,B,A,C
North High School,DW92F05QW,9,Semester 2 Final,19,9,8,17,10,9,72,B,A,D,D,A,A
North High School,8KC3NM6T5,9,Semester 2 Final,23,11,4,5,8,13,64,C,C,B,C,B,D
North High School,WBV6WG607,9,Semester 2 Final,4,3,3,2,2,2,16,A,A,A,A,A,A
North High School,4C54WANW4,9,Semester 2 Final,28,29,32,32,31,32,184,,,A,A,A,A
North High School,1COIY371N,9,Semester 2 Final,21,28,29,24,33,38,173,A,C,F,C,F,B
North High School,K66QQ2W8R,9,Semester 2 Final,22,18,16,20,18,20,114,A,A,A,A,A,A
North High School,1Z2DC47KC,9,Semester 2 Final,14,6,5,7,8,5,45,C,A,B,C,B,A
North High School,0U5WMH4Q2,9,Semester 2 Final,15,15,14,11,15,14,84,B,A,C,A,B,C
North High School,488FJUP0A,9,Semester 2 Final,28,17,10,17,15,14,101,B,A,B,C,D,D
North High School,83LBL9AS9,9,Semester 2 Final,43,19,15,19,24,26,146,D,D,C,D,D,F
North High School,XD25LVY57,9,Semester 2 Final,58,14,18,15,15,15,135,C,B,B,A,C,B
North High School,CX5UC407S,9,Semester 2 Final,17,9,6,12,5,14,63,B,C,C,C,D,D
North High School,8GIVJT682,9,Semester 2 Final,14,14,15,17,16,19,95,A,B,C,A,D,A
North High School,0W4OC4E8N,9,Semester 2 Final,6,4,4,7,23,5,49,B,A,B,C,A,A
North High School,6PFP53S0X,9,Semester 2 Final,8,9,9,13,14,23,76,A,A,A,A,A,C
North High School,6MJ7Q36PO,9,Semester 2 Final,8,6,7,9,9,12,51,C,A,B,B,C,A
North High School,A0IYD8Y65,9,Semester 2 Final,23,15,7,15,13,17,90,A,B,C,B,B,C
North High School,4507UQYZE,9,Semester 2 Final,48,11,43,15,49,24,190,D,C,F,D,D,F
North High School,9OY44K9OT,9,Semester 2 Final,22,10,10,8,8,6,64,D,A,B,C,B,A
North High School,GES7F6A76,9,Semester 2 Final,5,3,4,12,7,7,38,C,B,B,D,C,D
North High School,E768BQH8H,9,Semester 2 Final,11,9,9,16,14,11,70,D,C,D,C,C,C
North High School,TN09MCD34,9,Semester 2 Final,24,15,16,16,19,23,113,A,A,B,A,C,C
North High School,WQU85N06A,9,Semester 2 Final,5,11,10,9,10,12,57,C,C,B,D,C,C
North High School,Y46G6A2JJ,9,Semester 2 Final,10,6,6,8,8,8,46,D,,D,D,C,F
North High School,HWN187BH3,9,Semester 2 Final,38,10,12,18,24,29,131,D,A,B,A,A,D
North High School,B78JUE2B3,9,Semester 2 Final,71,21,21,22,27,22,184,F,F,B,D,C,F
North High School,2ZXAPM143,9,Semester 2 Final,17,13,21,16,19,18,104,F,F,F,F,F,F
North High School,Y9EIED657,9,Semester 2 Final,41,33,24,10,21,36,165,F,C,B,D,F,F
North High School,23A7A3HMV,9,Semester 2 Final,51,13,15,7,6,3,95,B,C,F,D,D,F
North High School,GRZWI6899,9,Semester 2 Final,11,11,6,11,10,12,61,B,C,B,B,D,C
North High School,K0US86XL6,9,Semester 2 Final,29,9,16,16,18,17,105,C,C,C,C,C,A
North High School,6T4C2NC1G,9,Semester 2 Final,16,12,2,12,5,6,53,B,B,A,B,C,B
North High School,586TP6XLG,9,Semester 2 Final,2,3,14,11,11,13,54,C,B,C,C,B,D
North High School,1YO2POD83,9,Semester 2 Final,21,8,7,9,15,15,75,A,C,A,C,D,B
North High School,EC9W5X62I,9,Semester 2 Final,6,4,3,4,8,11,36,A,B,B,B,B,A
North High School,S6K9HX25L,9,Semester 2 Final,16,8,20,23,26,33,126,A,A,B,A,B,B
North High School,YD0W0OD06,9,Semester 2 Final,9,4,5,7,5,5,35,B,B,B,A,C,C
North High School,TC4T56PE5,9,Semester 2 Final,12,1,5,9,6,10,43,C,A,B,B,B,D
North High School,V77FO0IB8,9,Semester 2 Final,33,13,6,9,9,10,80,D,B,B,B,B,D
North High School,DLUP50O17,9,Semester 2 Final,7,5,7,7,7,13,46,A,B,B,B,A,B
North High School,0S2G66BDQ,9,Semester 2 Final,51,17,19,24,25,24,160,C,B,C,B,B,B
North High School,35NFVDY25,9,Semester 2 Final,24,15,16,18,16,15,104,F,A,D,B,C,D
North High School,LA5O1XI58,9,Semester 2 Final,14,10,8,18,13,15,78,A,B,B,B,A,A
North High School,17A30YKZY,9,Semester 2 Final,3,4,3,22,4,4,40,B,B,C,C,C,D
North High School,NWS99K5X8,9,Semester 2 Final,35,16,21,19,25,34,150,D,F,C,C,C,F
North High School,5D2JC9C0Q,9,Semester 2 Final,0,42,44,27,20,0,133,,A,D,C,B,
North High School,8OBU25M3I,9,Semester 2 Final,53,19,23,26,25,27,173,A,C,B,C,B,D
North High School,2ISQ6P0G8,9,Semester 2 Final,8,12,9,10,9,11,59,A,A,B,A,B,A
North High School,030CC3AAV,9,Semester 2 Final,25,28,6,8,10,28,105,B,C,B,C,B,B
North High School,HEU55X64X,9,Semester 2 Final,10,6,8,13,16,20,73,B,A,A,A,B,B
North High School,GB803RZH6,9,Semester 2 Final,15,22,13,22,17,22,111,B,D,D,C,B,D
North High School,0T2TN8I7B,9,Semester 2 Final,20,16,21,18,21,21,117,C,B,B,A,A,B
North High School,X5MN15MB3,9,Semester 2 Final,20,10,10,17,8,12,77,D,C,F,C,D,F
North High School,IYYW24W25,9,Semester 2 Final,32,9,7,5,4,7,64,D,B,D,B,D,B
North High School,L2BHK49V8,9,Semester 2 Final,84,44,29,11,10,12,190,F,F,F,B,F,F
North High School,DA310Y7SV,9,Semester 2 Final,16,13,14,13,41,13,110,C,C,C,C,D,B
North High School,3HD03TYW9,9,Semester 2 Final,24,16,9,5,20,17,91,B,C,A,C,B,A
North High School,HOCX4373Q,9,Semester 2 Final,8,2,2,1,3,12,28,B,B,C,C,A,B
North High School,8FGLL06P8,9,Semester 2 Final,43,16,35,15,14,19,142,D,B,F,C,F,D
North High School,1J37M2OFO,9,Semester 2 Final,17,13,24,16,18,16,104,A,B,D,C,D,B
North High School,3SL9C28KA,9,Semester 2 Final,31,5,61,13,16,31,157,D,B,F,F,D,F
North High School,PK12ZQ7M8,9,Semester 2 Final,18,10,14,9,14,15,80,D,C,D,B,C,D
North High School,1B2X1YS8T,9,Semester 2 Final,11,12,13,12,17,17,82,B,D,,A,C,
North High School,VWD282O9W,9,Semester 2 Final,10,13,15,13,8,14,73,C,,,D,B,D
North High School,H1KL2P15C,9,Semester 2 Final,34,18,30,21,29,26,158,D,C,D,C,B,D
North High School,O91FTEQ35,9,Semester 2 Final,70,17,12,16,15,22,152,D,B,F,B,F,D
North High School,VHMU9M559,9,Semester 2 Final,77,46,37,35,42,43,280,D,C,A,B,B,B
North High School,GXCJ8K836,9,Semester 2 Final,13,7,7,13,26,18,84,F,B,A,B,D,D
North High School,15S1XYIZ4,9,Semester 2 Final,44,10,28,28,27,67,204,D,F,F,F,D,F
North High School,B5N7HNK48,9,Semester 2 Final,5,4,1,7,7,7,31,F,B,D,D,F,F
North High School,Z32Q8I5SV,9,Semester 2 Final,16,4,9,15,7,23,74,,B,D,F,D,
North High School,0DU73RS1D,9,Semester 2 Final,38,16,11,14,13,16,108,B,D,F,D,B,D
North High School,X57EQ1B5Q,9,Semester 2 Final,14,10,13,13,12,3,65,F,D,D,F,D,D
North High School,0Z24GQB4N,9,Semester 2 Final,26,10,10,15,28,25,114,D,D,C,F,F,F
North High School,89Q7AXZB4,9,Semester 2 Final,58,15,37,12,16,0,138,C,D,D,B,D,D
North High School,4YJ617BCS,9,Semester 2 Final,48,35,26,23,31,34,197,A,B,C,C,B,A
North High School,O31ETP57Z,9,Semester 2 Final,3,7,3,5,2,5,25,B,C,C,D,B,B
North High School,P3H0D4E2P,9,Semester 2 Final,31,21,14,19,10,18,113,C,C,C,C,B,D
North High School,OM7DCA358,9,Semester 2 Final,55,28,26,31,33,35,208,A,A,A,A,A,A
North High School,U5I20X6FK,9,Semester 2 Final,19,11,13,10,9,11,73,F,C,C,C,A,F
North High School,51C0ZQ1VY,9,Semester 2 Final,39,3,2,4,3,2,53,D,A,A,B,A,B
North High School,5E387BSWU,9,Semester 2 Final,12,15,13,12,11,16,79,B,A,A,B,A,A
North High School,218LZAWG7,9,Semester 2 Final,8,8,7,9,10,9,51,B,B,B,B,B,B
North High School,B70PYJ5Z7,9,Semester 2 Final,9,9,6,9,8,7,48,A,C,C,C,C,A
North High School,G5O31U8XG,9,Semester 2 Final,14,14,12,12,9,9,70,A,A,A,B,B,C
North High School,XLDK052L9,9,Semester 2 Final,53,48,16,20,18,22,177,B,B,D,,C,B
North High School,MW1O24YL8,9,Semester 2 Final,14,10,10,12,15,17,78,A,A,B,A,,A
North High School,EVP084GG0,9,Semester 2 Final,15,15,13,14,15,17,89,A,A,B,A,A,B
North High School,5828ULQNC,9,Semester 2 Final,67,37,43,44,50,42,283,C,C,D,A,D,C
North High School,DS8F36D5S,9,Semester 2 Final,5,5,3,3,3,3,22,D,C,A,D,F,D
North High School,GTV0DH907,9,Semester 2 Final,13,14,11,13,14,18,83,B,C,B,C,C,C
North High School,U9J2MSC74,9,Semester 2 Final,10,5,7,15,10,6,53,C,A,D,B,B,D
North High School,V62P6S1VK,9,Semester 2 Final,24,11,16,16,20,24,111,A,A,A,A,A,D
North High School,35YUTQ75T,9,Semester 2 Final,18,20,21,23,21,23,126,B,C,D,D,D,D
North High School,WU2P2X0J3,9,Semester 2 Final,72,17,15,19,18,29,170,B,A,A,B,A,A
North High School,NEG977W1I,9,Semester 2 Final,76,8,8,6,11,12,121,B,A,B,A,A,B
North High School,DMX89A97R,9,Semester 2 Final,5,6,5,13,10,16,55,C,D,D,D,B,C
North High School,1O75BZ7QO,9,Semester 2 Final,42,6,16,19,14,20,117,B,A,B,B,C,C
North High School,AO4LO460F,9,Semester 2 Final,8,6,5,5,7,3,34,A,A,A,A,B,A
North High School,347NT0UHI,9,Semester 2 Final,85,70,39,51,66,57,368,F,F,C,D,F,F
North High School,499GTXM4D,9,Semester 2 Final,5,5,4,7,7,8,36,A,A,A,B,B,A
North High School,J9YR0E8N6,9,Semester 2 Final,27,11,12,15,19,18,102,C,B,B,D,D,C
North High School,DBW66KS91,9,Semester 2 Final,8,7,10,8,10,8,51,F,B,F,C,F,F
North High School,P230P0GSW,9,Semester 2 Final,12,8,10,15,21,22,88,A,A,A,C,A,B
North High School,E1SL03IW2,9,Semester 2 Final,13,18,10,15,14,17,87,A,C,A,A,A,C
North High School,F6OE229EY,9,Semester 2 Final,2,0,1,1,0,1,5,B,A,C,C,C,A
North High School,C2V78X6EK,9,Semester 2 Final,7,6,7,6,11,13,50,A,D,C,A,B,D
North High School,4ZL3I6I5A,9,Semester 2 Final,13,5,6,9,12,46,91,C,A,D,A,A,C
North High School,56MP1L3TR,9,Semester 2 Final,13,4,11,12,13,14,67,C,A,D,B,A,B
North High School,T9CE27AE2,9,Semester 2 Final,43,15,14,18,16,15,121,A,A,C,C,A,A
North High School,9YQ3CI7V0,9,Semester 2 Final,62,13,9,18,12,18,132,C,C,B,B,D,D
North High School,RZA2A243R,9,Semester 2 Final,83,18,23,34,22,21,201,C,C,C,A,D,C
North High School,MT512F0JP,9,Semester 2 Final,49,4,29,14,44,16,156,D,A,D,B,,D
North High School,2LW1LV7P7,9,Semester 2 Final,32,6,11,14,18,21,102,F,D,F,D,F,F
North High School,9Y734CGZS,9,Semester 2 Final,8,3,5,5,3,5,29,A,A,A,C,A,C
North High School,K5ORF514Y,9,Semester 2 Final,25,9,10,11,14,18,87,C,C,B,D,B,C
North High School,JM3VK5X90,9,Semester 2 Final,76,14,25,21,21,35,192,C,B,C,D,D,D
North High School,KCI505DE9,9,Semester 2 Final,12,9,10,6,12,10,59,A,A,A,A,A,A
North High School,AN9L71G3Z,9,Semester 2 Final,16,14,17,17,22,20,106,B,D,C,F,D,D
North High School,S1U2NY82C,9,Semester 2 Final,23,9,10,11,13,13,79,C,C,B,D,F,D
North High School,8HMHM4W55,9,Semester 2 Final,10,6,9,9,9,8,51,C,A,B,B,D,D
North High School,V6BAH85L5,9,Semester 2 Final,41,9,20,13,13,14,110,B,A,B,A,B,B
North High School,GGH02OI30,9,Semester 2 Final,18,18,12,12,12,16,88,A,C,B,C,C,B
North High School,G41T5PJK8,9,Semester 2 Final,45,50,45,14,49,26,229,C,D,F,A,F,D
North High School,7TZI888OQ,9,Semester 2 Final,42,13,14,13,15,14,111,B,B,B,B,A,A
North High School,OB92FQ3W1,9,Semester 2 Final,18,10,16,17,17,12,90,B,A,C,B,B,C
North High School,EQ0L7SA34,9,Semester 2 Final,29,9,10,13,15,14,90,B,B,C,D,B,D
North High School,EGG5784XX,9,Semester 2 Final,22,18,31,18,25,40,154,B,A,B,B,B,F
North High School,VFUG3006K,9,Semester 2 Final,57,13,15,18,18,18,139,B,A,A,D,C,B
North High School,Y31MLTB12,9,Semester 2 Final,5,2,2,3,7,4,23,B,C,B,D,A,F
North High School,8DO92WC4K,9,Semester 2 Final,43,12,34,53,22,26,190,D,D,D,D,F,D
North High School,1WB7DD4N8,9,Semester 2 Final,5,4,5,5,9,5,33,,B,F,D,C,A
North High School,6RZK618UO,9,Semester 2 Final,11,7,7,9,9,10,53,A,C,D,A,C,C
North High School,4GFY29ZU2,9,Semester 2 Final,6,11,3,5,6,10,41,A,A,B,A,B,A
North High School,30LE0RMN4,9,Semester 2 Final,11,10,9,11,14,12,67,B,A,C,B,A,B
North High School,33WR33ORF,9,Semester 2 Final,9,9,11,10,11,10,60,,,A,A,A,A
North High School,42W52PCHS,9,Semester 2 Final,62,34,36,25,41,17,215,C,C,F,,D,
North High School,DFU91UH85,9,Semester 2 Final,51,18,12,12,19,17,129,A,A,B,A,B,B
North High School,6A9BW94HW,9,Semester 2 Final,17,15,20,13,14,10,89,C,F,D,D,B,C
North High School,5W34CK7SY,9,Semester 2 Final,2,8,6,5,10,6,37,B,D,C,C,C,C
North High School,J481IWAH1,9,Semester 2 Final,19,32,13,24,16,19,123,F,F,D,F,D,D
North High School,NUK98G8C5,9,Semester 2 Final,91,26,11,18,34,28,208,C,B,B,B,A,B
North High School,WGZ56W5W3,9,Semester 2 Final,16,15,32,38,9,13,123,D,,,D,B,D
North High School,404PG8QRN,9,Semester 2 Final,38,26,29,24,21,27,165,B,,C,C,C,A
North High School,T12IUR9R8,9,Semester 2 Final,17,10,8,16,12,16,79,B,A,B,A,A,C
North High School,O0T74YUG1,9,Semester 2 Final,10,9,8,9,10,11,57,C,B,D,B,D,C
North High School,RR86N0C0Y,9,Semester 2 Final,3,2,2,2,4,4,17,B,B,B,B,D,A
North High School,25FUSS64X,9,Semester 2 Final,87,26,19,20,18,22,192,D,C,D,D,B,D
North High School,7V31EOA8Y,9,Semester 2 Final,18,12,12,13,10,9,74,D,,C,C,D,D
North High School,G7HIP9C20,9,Semester 2 Final,8,7,14,9,14,21,73,B,C,C,B,C,D
North High School,F89FEXU92,9,Semester 2 Final,12,11,11,13,15,21,83,B,A,B,A,B,C
North High School,2FA45J6XD,9,Semester 2 Final,5,5,3,9,6,11,39,B,B,B,A,C,C
North High School,N133BHBX9,9,Semester 2 Final,27,18,20,19,17,17,118,F,F,F,F,F,C
North High School,I8QB741VP,9,Semester 2 Final,7,6,11,6,5,5,40,D,A,D,B,D,A
North High School,SS40GN63G,9,Semester 2 Final,18,11,14,11,14,14,82,A,A,A,A,A,A
North High School,CKYMV5102,9,Semester 2 Final,23,21,23,23,35,36,161,B,A,A,B,B,A
North High School,S04I5WAT3,9,Semester 2 Final,16,14,17,13,17,24,101,C,C,C,A,B,B
North High School,86XZ8EHX0,9,Semester 2 Final,8,38,35,34,47,16,178,F,,F,B,F,
North High School,7IR7NC9O7,9,Semester 2 Final,3,3,4,3,4,3,20,C,A,A,B,D,A
North High School,E4BJF80J7,9,Semester 2 Final,36,16,13,27,19,31,142,B,B,B,A,A,C
North High School,T7Q8M47FK,9,Semester 2 Final,36,6,15,16,15,30,118,D,D,F,F,D,F
North High School,I1EYP50D9,9,Semester 2 Final,6,14,20,5,10,23,78,F,,,B,,D
North High School,K47ZF1K4G,9,Semester 2 Final,52,16,15,20,24,23,150,F,F,F,D,F,F
North High School,M7K4S5Z9C,9,Semester 2 Final,5,8,6,6,8,10,43,B,C,C,B,B,B
North High School,74G2ATX6M,9,Semester 2 Final,17,10,24,12,14,17,94,B,,C,B,B,D
North High School,XJ0DHP979,9,Semester 2 Final,6,5,4,5,7,16,43,C,C,D,C,D,D
North High School,RR2M08P0Y,9,Semester 2 Final,10,8,7,13,12,8,58,A,A,A,A,A,A
North High School,6YWDQ85F8,9,Semester 2 Final,53,20,25,21,29,27,175,C,C,D,C,C,D
North High School,3LBY05ZA4,9,Semester 2 Final,4,6,5,9,12,6,42,A,A,A,A,B,B
North High School,8PGF87C8V,9,Semester 2 Final,47,44,34,30,36,34,225,F,C,D,C,B,B
North High School,0OZ47H8BF,9,Semester 2 Final,14,16,7,10,12,13,72,C,D,F,D,D,F
North High School,1N7FW7PM0,9,Semester 2 Final,5,5,6,6,6,6,34,C,B,A,A,A,A
North High School,16XAP3P4G,9,Semester 2 Final,14,11,4,13,13,9,64,D,B,B,B,F,F
North High School,2TD49YP7D,9,Semester 2 Final,38,39,16,43,44,39,219,F,F,D,F,F,F
North High School,W6PI7M41G,9,Semester 2 Final,6,5,5,9,5,9,39,A,B,A,B,A,B
North High School,FKS2IL276,9,Semester 2 Final,84,17,12,9,15,19,156,D,D,D,F,C,D
North High School,00MLCW2O2,9,Semester 2 Final,14,8,9,12,13,13,69,C,A,B,A,B,B
North High School,09V53TEOL,9,Semester 2 Final,44,6,21,17,20,17,125,B,A,A,B,C,C
North High School,M6C64G2WS,9,Semester 2 Final,18,13,14,14,14,15,88,B,C,B,A,C,C
North High School,JC81S52XE,9,Semester 2 Final,57,47,14,25,19,32,194,B,C,D,F,D,F
North High School,4IS456TJL,9,Semester 2 Final,2,2,5,9,10,11,39,A,A,A,B,B,A
North High School,KCR32GC50,9,Semester 2 Final,26,24,28,29,33,29,169,B,B,A,A,A,A
North High School,EKC968YH2,9,Semester 2 Final,75,37,25,31,33,33,234,B,B,B,D,F,B
North High School,DXZ37G76E,9,Semester 2 Final,36,35,35,37,32,34,209,F,F,F,F,D,D
North High School,Z86WUQN58,9,Semester 2 Final,29,19,16,17,17,13,111,A,A,A,,B,
North High School,N2FZ5O17E,9,Semester 2 Final,12,17,8,10,17,16,80,A,B,C,B,,
North High School,5PG8KXA84,9,Semester 2 Final,5,13,8,14,15,12,67,A,A,B,A,B,B
North High School,CTT91M8G4,9,Semester 2 Final,27,11,9,7,24,5,83,C,C,C,B,C,B
North High School,5VQB8U75Q,9,Semester 2 Final,15,13,6,9,13,12,68,A,A,C,A,C,B
North High School,9UCZ2CH04,9,Semester 2 Final,13,3,2,8,4,19,49,D,A,D,C,B,F
North High School,Y20T3F8DU,9,Semester 2 Final,80,25,13,29,17,28,192,B,B,B,C,A,C
North High School,2WLNV288L,9,Semester 2 Final,11,7,4,8,9,5,44,A,A,A,B,A,B
North High School,ZNP8Z198Y,9,Semester 2 Final,31,26,23,32,24,25,161,D,F,C,D,D,C
North High School,H6VJRA499,9,Semester 2 Final,5,4,3,11,10,12,45,B,B,B,C,B,D
North High School,9RX3A2N3U,9,Semester 2 Final,5,7,5,5,6,7,35,B,A,B,A,B,B
North High School,9Q0PDV0O5,9,Semester 2 Final,15,16,14,12,12,11,80,A,A,B,A,A,A
North High School,T6YP976TP,9,Semester 2 Final,16,22,10,11,12,13,84,D,A,D,C,,
North High School,XX8M1F6B2,9,Semester 2 Final,30,12,8,25,15,13,103,F,B,C,F,F,F
North High School,HM28USD50,9,Semester 2 Final,55,24,15,22,47,19,182,D,B,C,B,D,B
North High School,YYGVC5491,9,Semester 2 Final,20,18,22,22,24,27,133,B,A,A,D,A,C
North High School,2HPIF38E6,9,Semester 2 Final,5,24,9,6,6,10,60,D,D,F,D,D,
North High School,4F40M1MHV,9,Semester 2 Final,59,14,14,15,17,24,143,D,C,,A,F,B
North High School,QMA33N3P8,9,Semester 2 Final,15,14,22,14,21,20,106,A,C,A,D,B,B
North High School,01Z42GZNS,9,Semester 2 Final,2,1,2,7,8,12,32,B,C,B,B,D,D
North High School,M4M6Q6TU9,9,Semester 2 Final,20,13,26,10,16,16,101,D,B,D,D,C,D
North High School,N5WT9U0T3,9,Semester 2 Final,33,12,19,8,6,7,85,B,C,F,C,C,A
North High School,QYR08X92H,9,Semester 2 Final,10,8,8,6,10,6,48,C,A,D,C,D,C
North High School,497ENJZY3,9,Semester 2 Final,18,8,12,6,4,19,67,A,A,B,D,A,C
